,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
12424,24,42500,RENT,9.0,PERSONAL,B,12000,11.36,0,0.28,N,2
3852,23,38667,MORTGAGE,2.0,MEDICAL,C,4800,11.91,0,0.12,N,4
10669,22,38000,RENT,5.0,PERSONAL,C,10000,13.49,0,0.26,N,2
28116,35,21600,RENT,1.0,PERSONAL,C,2500,14.35,0,0.12,Y,5
8803,23,60000,MORTGAGE,,EDUCATION,B,5600,10.99,0,0.09,N,2
606,22,42000,RENT,1.0,PERSONAL,D,20000,12.99,1,0.48,N,3
24520,29,74000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,12000,,0,0.16,N,9
831,23,93000,RENT,6.0,PERSONAL,C,20000,13.22,1,0.22,N,3
25727,30,90000,MORTGAGE,4.0,VENTURE,C,8000,,0,0.09,Y,9
10383,23,61000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,18000,12.09,1,0.3,Y,3
12311,23,80000,MORTGAGE,3.0,EDUCATION,D,25000,,0,0.31,Y,4
25506,27,75000,RENT,3.0,VENTURE,B,12000,11.49,0,0.16,N,5
2863,22,58170,RENT,1.0,EDUCATION,A,3000,9.07,1,0.05,N,2
30565,40,59484,MORTGAGE,13.0,VENTURE,A,5500,7.14,0,0.09,N,11
26947,29,120000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6900,10.65,0,0.06,N,6
30265,38,50000,MORTGAGE,4.0,VENTURE,B,10000,11.86,0,0.2,N,11
29305,50,44000,RENT,14.0,MEDICAL,G,20000,20.4,1,0.45,N,11
13147,26,104000,RENT,3.0,PERSONAL,B,12000,12.21,0,0.12,N,3
19586,31,65000,RENT,2.0,HOMEIMPROVEMENT,A,3000,5.42,0,0.05,N,5
30225,38,45000,RENT,6.0,EDUCATION,B,6000,11.71,0,0.13,N,12
4144,23,43000,RENT,7.0,MEDICAL,B,4400,11.99,1,0.1,N,4
17348,21,70553,MORTGAGE,2.0,MEDICAL,D,10000,15.28,1,0.12,N,3
6776,22,22500,RENT,2.0,DEBTCONSOLIDATION,B,7000,10.38,1,0.31,N,3
28156,28,42000,RENT,0.0,EDUCATION,B,12000,11.11,0,0.29,N,9
7505,24,53184,MORTGAGE,8.0,PERSONAL,B,13500,10.99,0,0.25,N,4
2106,25,30720,RENT,4.0,MEDICAL,A,2400,7.9,0,0.08,N,3
801,22,22000,MORTGAGE,0.0,MEDICAL,B,2400,11.71,0,0.11,N,3
4834,24,29004,RENT,4.0,EDUCATION,A,5000,6.92,1,0.17,N,3
1404,25,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,10.74,0,0.15,N,3
31871,38,100000,RENT,2.0,HOMEIMPROVEMENT,A,16000,,0,0.16,N,11
31205,37,38304,RENT,3.0,PERSONAL,A,12000,7.88,1,0.31,N,12
30697,49,61776,MORTGAGE,1.0,PERSONAL,B,12000,12.21,0,0.19,N,12
10145,23,33280,RENT,2.0,VENTURE,C,9600,,0,0.29,N,4
30027,42,32400,RENT,1.0,DEBTCONSOLIDATION,D,8875,16.29,1,0.27,N,16
15024,24,120000,MORTGAGE,2.0,PERSONAL,A,12000,7.51,0,0.1,N,3
14553,25,110000,OWN,6.0,PERSONAL,B,28000,9.91,0,0.25,N,2
17127,26,87000,MORTGAGE,0.0,PERSONAL,B,15000,10.62,0,0.17,N,4
19795,28,69996,RENT,8.0,DEBTCONSOLIDATION,A,3500,6.62,0,0.05,N,9
7456,22,53000,MORTGAGE,4.0,PERSONAL,D,8000,16.07,0,0.15,Y,4
27351,29,67704,RENT,3.0,PERSONAL,B,15000,11.86,0,0.22,N,8
23715,33,29736,RENT,,VENTURE,B,9250,9.99,1,0.31,N,10
12914,25,78500,RENT,2.0,MEDICAL,B,12000,10.99,0,0.15,N,2
23771,33,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,16800,9.76,0,0.26,N,6
14242,24,102000,MORTGAGE,8.0,VENTURE,B,20000,10.25,0,0.2,N,3
22024,27,65000,RENT,5.0,VENTURE,C,7000,13.57,0,0.11,N,7
7684,24,54000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.05,0,0.06,N,2
4754,23,30000,RENT,0.0,PERSONAL,C,5000,11.59,0,0.17,Y,4
12995,23,86400,OWN,0.0,EDUCATION,D,16000,11.86,0,0.19,N,3
26969,30,44000,RENT,4.0,DEBTCONSOLIDATION,A,15000,6.54,1,0.34,N,5
32103,36,42000,OWN,2.0,VENTURE,C,2000,15.62,0,0.05,Y,14
28369,32,84996,MORTGAGE,4.0,PERSONAL,A,9000,9.32,0,0.11,N,10
4370,22,40000,MORTGAGE,6.0,PERSONAL,C,10000,,0,0.25,Y,3
24963,31,35000,RENT,1.0,VENTURE,A,11400,6.91,1,0.33,N,8
21786,32,60000,RENT,2.0,PERSONAL,B,6000,11.36,0,0.1,N,8
1721,23,48000,RENT,4.0,PERSONAL,B,1800,11.49,0,0.04,N,4
18106,30,168000,MORTGAGE,8.0,EDUCATION,A,10000,8.94,1,0.06,N,5
525,22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3
4072,24,40000,MORTGAGE,6.0,EDUCATION,B,5400,12.42,0,0.14,N,3
21121,27,45000,MORTGAGE,3.0,MEDICAL,C,18000,12.87,0,0.4,N,8
12521,26,82000,MORTGAGE,2.0,PERSONAL,D,4500,15.05,0,0.05,Y,4
29210,45,180000,MORTGAGE,8.0,MEDICAL,A,10000,5.99,0,0.06,N,11
19027,31,50000,RENT,15.0,PERSONAL,A,2000,5.42,1,0.04,N,8
10463,25,68000,MORTGAGE,2.0,VENTURE,C,6500,12.99,0,0.1,Y,3
11770,22,75600,MORTGAGE,6.0,PERSONAL,A,10675,6.62,0,0.14,N,3
18890,33,18000,RENT,1.0,HOMEIMPROVEMENT,B,1600,9.88,1,0.09,N,5
24523,28,74000,MORTGAGE,13.0,PERSONAL,B,7800,10.99,0,0.11,N,7
15431,22,68000,RENT,7.0,MEDICAL,B,15000,10.37,0,0.22,N,3
17937,35,87550,RENT,3.0,MEDICAL,F,28000,18.62,1,0.27,N,10
3361,22,42000,RENT,3.0,PERSONAL,B,11000,11.71,0,0.26,N,2
14019,25,70000,RENT,2.0,HOMEIMPROVEMENT,B,14000,9.99,0,0.2,N,2
25556,30,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,,0,0.12,N,10
4552,25,41004,OWN,1.0,PERSONAL,B,12000,,0,0.29,N,2
1081,25,59256,RENT,,MEDICAL,C,17600,12.99,0,0.3,N,2
14382,22,105000,MORTGAGE,6.0,MEDICAL,B,12800,11.83,0,0.12,N,2
28787,34,30144,MORTGAGE,3.0,DEBTCONSOLIDATION,C,18000,12.84,0,0.6,Y,5
9554,22,48000,RENT,6.0,EDUCATION,B,8050,10.0,0,0.17,N,2
29277,38,83000,RENT,3.0,HOMEIMPROVEMENT,G,22250,23.22,1,0.27,Y,12
28517,27,75000,RENT,2.0,EDUCATION,A,14000,9.63,0,0.19,N,5
29090,31,83300,MORTGAGE,9.0,MEDICAL,D,10000,,1,0.1,Y,5
31455,45,66000,RENT,4.0,HOMEIMPROVEMENT,B,13650,12.42,0,0.21,N,11
21793,27,60000,RENT,0.0,HOMEIMPROVEMENT,A,6000,8.0,0,0.1,N,5
7486,24,53004,MORTGAGE,6.0,VENTURE,B,21000,10.65,0,0.4,N,4
23200,29,17676,RENT,3.0,EDUCATION,C,5000,13.11,1,0.28,Y,10
8743,24,36000,RENT,8.0,VENTURE,B,8000,11.48,0,0.22,N,4
9911,24,46704,RENT,2.0,EDUCATION,B,9000,11.49,0,0.19,N,4
25388,29,84000,MORTGAGE,8.0,VENTURE,A,10000,,0,0.12,N,8
12505,25,41000,RENT,,PERSONAL,B,12000,10.0,1,0.29,N,3
25689,32,117000,RENT,0.0,PERSONAL,E,12000,17.93,1,0.1,Y,10
2771,22,55555,RENT,7.0,EDUCATION,E,12000,,0,0.22,N,4
30223,39,44500,RENT,5.0,MEDICAL,A,6000,7.88,0,0.13,N,17
2180,25,30200,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,10.2,0,0.5,N,2
29877,50,40000,OWN,4.0,HOMEIMPROVEMENT,A,8000,7.88,0,0.2,N,14
5960,22,47940,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,,0,0.31,N,4
5469,23,45000,MORTGAGE,7.0,VENTURE,A,5000,6.76,0,0.11,N,3
28387,28,145000,MORTGAGE,9.0,MEDICAL,B,25000,,0,0.17,N,7
22013,27,51600,MORTGAGE,12.0,MEDICAL,A,6000,8.9,0,0.12,N,9
14794,26,45000,RENT,3.0,EDUCATION,B,15000,8.88,1,0.33,N,3
23810,33,48000,RENT,5.0,MEDICAL,D,9600,16.29,0,0.2,Y,7
15815,24,142800,MORTGAGE,8.0,MEDICAL,D,25000,14.84,1,0.15,Y,2
31872,48,185000,MORTGAGE,2.0,VENTURE,F,10000,20.62,0,0.05,N,14
18137,29,174996,MORTGAGE,8.0,EDUCATION,D,25000,15.28,0,0.14,Y,10
2828,25,50160,RENT,0.0,DEBTCONSOLIDATION,D,3000,14.42,1,0.06,N,2
27301,29,130000,MORTGAGE,13.0,VENTURE,A,17500,8.94,0,0.13,N,9
10110,23,65000,MORTGAGE,2.0,EDUCATION,B,15000,10.95,0,0.23,N,3
23055,31,46875,RENT,1.0,EDUCATION,B,8000,,0,0.17,N,8
5290,21,50500,RENT,0.0,MEDICAL,B,5000,10.37,0,0.1,N,3
13085,23,88000,MORTGAGE,7.0,MEDICAL,C,12000,,0,0.14,Y,2
22547,27,82500,RENT,0.0,DEBTCONSOLIDATION,C,7200,14.22,0,0.09,Y,9
7153,25,51996,MORTGAGE,6.0,VENTURE,C,7000,,0,0.13,N,3
15361,24,130000,MORTGAGE,2.0,MEDICAL,B,1250,10.95,0,0.01,N,2
3881,22,38400,RENT,4.0,EDUCATION,C,4000,12.99,0,0.1,N,2
13107,26,95000,RENT,0.0,VENTURE,A,12000,8.49,0,0.13,N,4
10590,25,69000,MORTGAGE,5.0,PERSONAL,B,20000,10.75,0,0.29,N,2
14274,24,103000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,6400,10.37,0,0.06,N,3
16391,23,52360,MORTGAGE,,PERSONAL,D,15000,16.49,0,0.29,Y,2
3803,22,30000,RENT,1.0,PERSONAL,C,4000,,0,0.13,N,4
2491,21,32400,MORTGAGE,2.0,EDUCATION,A,10000,5.42,0,0.31,N,2
22536,27,49500,MORTGAGE,7.0,VENTURE,C,4750,15.27,1,0.1,N,7
2790,23,57720,RENT,8.0,DEBTCONSOLIDATION,C,12000,12.87,0,0.21,Y,3
28436,32,26400,RENT,0.0,VENTURE,A,8000,7.51,0,0.3,N,6
2935,21,35000,OWN,5.0,EDUCATION,C,6500,13.43,0,0.19,N,2
5692,25,120000,RENT,6.0,PERSONAL,C,5000,13.79,0,0.04,N,3
22659,29,42000,RENT,0.0,EDUCATION,C,7500,12.87,0,0.18,Y,8
26983,35,120000,MORTGAGE,4.0,MEDICAL,B,8850,10.99,0,0.07,N,7
32255,38,35000,RENT,0.0,DEBTCONSOLIDATION,B,5600,11.11,0,0.16,N,17
6997,26,51000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,9000,9.99,0,0.18,N,3
6487,25,44000,RENT,1.0,EDUCATION,B,6000,12.69,0,0.14,N,4
11030,23,100000,RENT,4.0,VENTURE,B,4150,10.65,0,0.04,N,2
25459,32,85000,MORTGAGE,3.0,VENTURE,E,8000,18.79,0,0.09,Y,5
15748,24,162000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,16000,15.96,0,0.1,Y,2
25149,29,80000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,16000,12.84,0,0.2,Y,7
16854,24,75000,MORTGAGE,,PERSONAL,A,7000,7.66,0,0.09,N,3
5006,22,43000,MORTGAGE,3.0,EDUCATION,A,2000,,0,0.05,N,3
31764,38,72900,RENT,3.0,PERSONAL,C,15000,12.68,0,0.21,N,12
6683,25,50000,MORTGAGE,5.0,EDUCATION,B,12000,,0,0.24,N,2
2222,25,46596,RENT,2.0,DEBTCONSOLIDATION,B,13200,12.53,0,0.28,N,4
17574,21,30000,RENT,1.0,VENTURE,C,6000,13.16,1,0.2,N,4
2100,22,27259,RENT,1.0,EDUCATION,B,2400,10.59,0,0.09,N,2
27375,34,135000,MORTGAGE,7.0,EDUCATION,C,15000,13.47,0,0.11,Y,7
3944,24,47088,RENT,8.0,DEBTCONSOLIDATION,A,4000,6.62,0,0.08,N,4
15320,23,60480,RENT,7.0,EDUCATION,B,15000,10.83,0,0.25,N,2
25333,28,25000,RENT,2.0,EDUCATION,C,3000,13.22,0,0.12,Y,8
1516,23,14650,RENT,0.0,DEBTCONSOLIDATION,D,1400,15.62,1,0.1,Y,3
15694,25,155000,MORTGAGE,9.0,MEDICAL,A,18000,7.51,0,0.12,N,2
13732,25,95111,MORTGAGE,9.0,PERSONAL,C,18000,14.72,0,0.19,N,4
2430,23,32000,MORTGAGE,4.0,VENTURE,A,1200,7.68,0,0.04,N,4
4565,23,41196,MORTGAGE,7.0,EDUCATION,B,16000,11.83,0,0.39,N,2
16593,23,90000,RENT,4.0,DEBTCONSOLIDATION,C,13000,12.73,0,0.14,N,2
11971,22,78000,MORTGAGE,3.0,EDUCATION,A,12000,6.54,0,0.15,N,3
20622,28,39000,RENT,3.0,VENTURE,B,9900,10.95,0,0.25,N,6
24055,28,69900,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.17,N,10
25578,27,86625,MORTGAGE,3.0,HOMEIMPROVEMENT,A,14825,,0,0.17,N,9
21739,28,52000,RENT,6.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.12,N,6
5249,24,30000,RENT,0.0,MEDICAL,B,8850,,0,0.29,N,4
23600,29,65000,MORTGAGE,2.0,VENTURE,A,10000,,0,0.15,N,5
30640,44,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,,0,0.25,N,13
30957,44,71000,MORTGAGE,11.0,EDUCATION,A,9000,,0,0.13,N,11
25448,28,85000,MORTGAGE,4.0,PERSONAL,B,35000,9.99,0,0.41,N,5
25411,31,78996,MORTGAGE,2.0,EDUCATION,B,15600,12.53,1,0.2,N,5
18641,35,54000,RENT,4.0,DEBTCONSOLIDATION,E,17250,19.42,1,0.32,N,10
14786,23,115000,MORTGAGE,3.0,EDUCATION,B,10000,10.59,0,0.09,N,2
9186,23,60000,MORTGAGE,1.0,MEDICAL,C,13200,13.16,0,0.22,Y,2
844,23,22800,MORTGAGE,3.0,PERSONAL,A,4800,5.79,0,0.21,N,2
5116,26,37800,MORTGAGE,10.0,HOMEIMPROVEMENT,D,7000,14.96,1,0.19,N,4
24646,28,66000,RENT,9.0,VENTURE,A,10000,7.9,0,0.15,N,9
18950,27,26400,RENT,1.0,MEDICAL,C,2000,13.61,0,0.08,N,10
17446,26,75000,RENT,0.0,EDUCATION,B,12000,10.38,0,0.16,N,3
6249,25,48000,MORTGAGE,9.0,EDUCATION,C,7000,12.09,0,0.15,Y,2
9073,23,60000,RENT,3.0,EDUCATION,B,8000,10.25,0,0.13,N,3
22188,31,47000,MORTGAGE,10.0,VENTURE,D,23000,14.84,1,0.49,N,9
2192,26,71000,RENT,5.0,MEDICAL,B,13500,12.69,0,0.19,N,3
13997,23,100000,MORTGAGE,4.0,EDUCATION,D,14000,17.58,0,0.14,Y,3
4738,23,30000,RENT,,HOMEIMPROVEMENT,C,5000,12.99,1,0.17,Y,2
9037,22,60000,MORTGAGE,7.0,VENTURE,B,6000,10.38,0,0.1,N,2
21019,27,38000,RENT,5.0,EDUCATION,A,8500,6.99,0,0.22,N,10
17555,22,36600,MORTGAGE,2.0,VENTURE,A,9950,7.29,0,0.27,N,3
31480,38,55000,RENT,2.0,HOMEIMPROVEMENT,B,14000,11.48,0,0.25,N,16
3106,22,12000,RENT,1.0,EDUCATION,D,3500,15.65,1,0.29,Y,2
24453,35,54000,RENT,,PERSONAL,A,10000,5.42,0,0.19,N,10
29365,45,48500,RENT,7.0,MEDICAL,C,18000,13.85,1,0.37,Y,15
2334,23,31577,OWN,6.0,EDUCATION,A,2500,6.92,0,0.08,N,4
22229,28,31800,RENT,2.0,VENTURE,E,6400,16.82,1,0.2,Y,5
29408,37,25700,MORTGAGE,5.0,EDUCATION,D,1600,,0,0.06,N,14
6728,23,50000,MORTGAGE,2.0,EDUCATION,C,8000,13.61,0,0.16,N,2
29272,37,38400,RENT,6.0,EDUCATION,D,23500,,1,0.61,Y,16
31669,39,120000,MORTGAGE,9.0,MEDICAL,A,12000,5.79,0,0.1,N,11
30047,42,68000,RENT,3.0,MEDICAL,B,8500,10.37,0,0.13,N,12
2516,23,19200,RENT,0.0,PERSONAL,B,3000,9.99,1,0.16,N,3
31483,41,98004,MORTGAGE,25.0,DEBTCONSOLIDATION,C,12000,13.57,0,0.12,N,15
13013,23,75000,MORTGAGE,7.0,PERSONAL,A,8000,7.49,1,0.11,N,4
18365,31,20400,OWN,0.0,MEDICAL,C,11000,11.03,0,0.54,Y,10
24252,28,70000,MORTGAGE,0.0,VENTURE,B,5275,,0,0.08,N,5
1916,25,30000,OWN,9.0,VENTURE,D,7000,,0,0.23,N,3
10493,23,30680,RENT,7.0,DEBTCONSOLIDATION,B,10000,10.37,1,0.33,N,4
26085,30,96000,MORTGAGE,11.0,EDUCATION,A,7000,6.03,0,0.07,N,10
18328,30,45000,RENT,3.0,VENTURE,B,20000,11.86,1,0.44,N,7
593,22,42224,RENT,7.0,VENTURE,A,20000,6.99,1,0.47,N,4
25328,32,25000,RENT,0.0,PERSONAL,C,3000,13.48,0,0.12,Y,6
7688,23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3000,,0,0.06,N,3
32068,42,125000,MORTGAGE,5.0,VENTURE,A,35000,7.9,0,0.28,N,17
27857,30,300000,MORTGAGE,14.0,MEDICAL,B,20000,11.58,0,0.07,N,9
8339,22,55000,RENT,6.0,DEBTCONSOLIDATION,A,7500,6.03,0,0.14,N,2
6699,22,50000,OWN,2.0,MEDICAL,D,10400,,0,0.21,Y,4
28326,31,83000,MORTGAGE,11.0,MEDICAL,A,7500,,0,0.09,N,10
19173,27,60000,RENT,3.0,VENTURE,A,2400,7.49,0,0.04,N,6
30009,43,54000,RENT,0.0,HOMEIMPROVEMENT,D,9000,15.65,1,0.17,Y,16
27291,33,118000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.21,Y,9
13665,25,95000,MORTGAGE,8.0,EDUCATION,B,6800,9.63,0,0.07,N,4
16651,23,120000,MORTGAGE,5.0,VENTURE,B,6000,9.99,0,0.05,N,3
23314,27,61400,MORTGAGE,3.0,PERSONAL,C,10000,,0,0.16,Y,9
1747,24,28900,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5500,12.98,0,0.19,Y,2
13708,23,95000,MORTGAGE,7.0,PERSONAL,A,6000,7.68,0,0.06,N,3
23338,29,70004,RENT,0.0,MEDICAL,A,8000,9.63,0,0.11,N,9
27623,35,153000,MORTGAGE,13.0,PERSONAL,B,9500,11.99,0,0.06,N,10
18295,33,80001,RENT,6.0,EDUCATION,E,21600,18.64,1,0.27,N,10
21202,29,45600,MORTGAGE,7.0,VENTURE,B,9600,10.36,0,0.21,N,5
3515,25,39204,RENT,3.0,PERSONAL,F,10500,,0,0.27,Y,4
2034,22,27996,RENT,0.0,HOMEIMPROVEMENT,D,2200,15.95,1,0.08,Y,2
9356,22,55200,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7200,,1,0.13,N,4
14074,24,100000,MORTGAGE,6.0,MEDICAL,A,20000,6.17,0,0.2,N,4
5561,26,70000,RENT,3.0,PERSONAL,D,5000,,0,0.07,Y,3
1552,23,27600,MORTGAGE,0.0,EDUCATION,C,1200,13.92,0,0.04,Y,3
30530,39,57996,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.88,0,0.14,N,16
8827,24,41600,RENT,0.0,MEDICAL,B,8000,10.59,0,0.19,N,4
185,25,200000,MORTGAGE,2.0,VENTURE,B,12000,10.38,0,0.06,N,2
22925,30,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,2500,12.69,0,0.04,N,7
16672,22,60350,RENT,1.0,MEDICAL,D,25000,15.95,1,0.35,N,4
19921,27,82600,RENT,4.0,MEDICAL,B,10800,9.76,0,0.13,N,8
24435,29,52000,RENT,4.0,MEDICAL,C,10000,13.23,0,0.19,Y,9
19305,32,52000,RENT,0.0,PERSONAL,B,2500,8.88,0,0.05,N,10
31662,48,120000,MORTGAGE,18.0,DEBTCONSOLIDATION,C,3600,,0,0.03,Y,17
23906,27,67000,MORTGAGE,11.0,EDUCATION,D,24250,14.96,0,0.36,N,8
9076,22,60000,MORTGAGE,4.0,VENTURE,A,3000,6.76,0,0.05,N,4
4400,25,32000,RENT,0.0,EDUCATION,A,4800,7.14,0,0.15,N,3
30451,38,52000,RENT,6.0,EDUCATION,A,7000,5.99,0,0.13,N,11
10192,21,45000,RENT,3.0,MEDICAL,B,9600,12.18,0,0.21,N,3
30252,47,50000,MORTGAGE,3.0,EDUCATION,C,4000,,0,0.08,Y,12
12275,23,35000,RENT,3.0,DEBTCONSOLIDATION,B,12000,10.0,1,0.34,N,4
14510,21,38400,RENT,5.0,VENTURE,B,2000,,0,0.05,N,2
18919,30,42000,RENT,0.0,VENTURE,B,1850,11.99,0,0.04,N,5
3724,25,23400,RENT,3.0,MEDICAL,B,4000,12.42,0,0.17,N,3
275,24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4
29535,39,30000,RENT,3.0,DEBTCONSOLIDATION,C,2300,14.79,0,0.08,Y,15
1625,24,50400,RENT,8.0,DEBTCONSOLIDATION,A,1500,,0,0.03,N,4
15077,24,108000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000,13.99,1,0.23,Y,2
7368,23,80000,RENT,6.0,VENTURE,A,6500,7.51,0,0.08,N,3
734,23,59497,RENT,0.0,MEDICAL,E,20000,16.0,1,0.29,N,3
21594,33,30000,RENT,2.0,VENTURE,E,6000,19.42,1,0.2,N,10
21813,31,13000,RENT,6.0,HOMEIMPROVEMENT,B,7000,9.62,1,0.54,N,9
29685,43,125000,RENT,4.0,EDUCATION,A,3250,7.49,0,0.03,N,16
2501,24,18000,RENT,5.0,PERSONAL,C,3000,15.27,1,0.17,Y,2
8006,25,32004,RENT,0.0,MEDICAL,C,7200,12.84,0,0.22,N,4
17607,23,33000,RENT,5.0,VENTURE,D,4800,14.54,0,0.15,N,4
16992,26,39996,RENT,0.0,MEDICAL,B,12000,,0,0.3,N,3
20665,33,30000,RENT,0.0,MEDICAL,A,5000,7.74,0,0.17,N,8
16345,24,141000,OWN,8.0,EDUCATION,A,10000,7.49,0,0.07,N,2
22009,33,62000,RENT,17.0,VENTURE,A,7000,6.99,0,0.11,N,9
17752,24,110000,RENT,5.0,PERSONAL,A,12000,7.9,0,0.11,N,3
28336,30,60000,RENT,0.0,MEDICAL,A,8000,7.66,0,0.13,N,5
17273,23,125000,OTHER,4.0,EDUCATION,A,7500,8.0,0,0.06,N,2
29828,37,39960,OWN,21.0,PERSONAL,A,5600,6.54,0,0.14,N,16
10305,22,66396,MORTGAGE,6.0,EDUCATION,C,15000,13.48,0,0.23,N,2
15458,22,137000,MORTGAGE,3.0,MEDICAL,B,25000,9.99,0,0.18,N,4
24332,34,72000,MORTGAGE,11.0,VENTURE,B,5800,,0,0.08,N,9
32476,53,75000,MORTGAGE,4.0,PERSONAL,A,10000,8.94,0,0.13,N,19
22372,31,40000,RENT,2.0,EDUCATION,B,7000,9.62,0,0.17,N,9
20232,27,39600,OWN,7.0,HOMEIMPROVEMENT,A,9900,6.54,0,0.25,N,5
713,23,55392,RENT,3.0,MEDICAL,D,20000,15.2,1,0.31,Y,4
12170,25,80000,MORTGAGE,5.0,VENTURE,A,12000,5.99,0,0.15,N,2
3280,23,36000,MORTGAGE,7.0,VENTURE,C,4800,13.06,0,0.13,Y,2
8846,25,42000,RENT,3.0,EDUCATION,A,8000,,0,0.19,N,4
10059,23,44000,RENT,2.0,VENTURE,E,9400,16.32,1,0.21,Y,3
3967,24,39828,OWN,,MEDICAL,B,3000,8.88,0,0.08,N,4
19695,30,35004,MORTGAGE,3.0,HOMEIMPROVEMENT,B,9500,11.99,0,0.27,N,8
22503,31,40000,RENT,4.0,EDUCATION,A,7200,9.63,0,0.18,N,8
11072,22,72000,MORTGAGE,6.0,PERSONAL,B,5000,12.69,0,0.07,N,3
19402,31,34580,RENT,3.0,PERSONAL,B,3000,11.49,1,0.09,N,6
30198,36,34000,RENT,2.0,PERSONAL,C,6000,13.57,0,0.18,N,16
29579,39,59000,RENT,0.0,PERSONAL,F,2500,18.78,1,0.04,N,13
23125,30,60000,OWN,7.0,VENTURE,D,6000,14.84,0,0.1,Y,6
17182,22,87000,RENT,5.0,EDUCATION,C,20000,13.85,0,0.23,N,4
32512,58,100000,MORTGAGE,6.0,PERSONAL,A,6000,5.42,0,0.06,N,19
8390,24,57600,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10500,6.62,0,0.18,N,3
395,22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2
26813,33,114000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,21000,13.16,0,0.18,N,9
4694,21,50000,RENT,5.0,EDUCATION,A,4900,8.94,0,0.1,N,2
15328,24,61100,RENT,1.0,DEBTCONSOLIDATION,B,15000,12.53,0,0.25,N,2
27686,29,165000,MORTGAGE,13.0,VENTURE,A,10000,6.03,0,0.06,N,10
31120,37,42000,RENT,3.0,PERSONAL,C,10200,13.16,0,0.24,N,14
8302,23,48000,RENT,4.0,MEDICAL,A,7500,5.79,0,0.16,N,4
27551,32,150000,OWN,3.0,HOMEIMPROVEMENT,C,8000,,0,0.05,Y,6
199,22,14400,OWN,2.0,MEDICAL,B,4000,10.99,1,0.28,N,3
14475,25,108000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,21000,11.71,0,0.19,N,4
2125,22,41600,RENT,0.0,EDUCATION,C,2400,12.22,0,0.06,Y,2
2632,25,33316,MORTGAGE,4.0,VENTURE,A,5000,6.54,0,0.15,N,2
14123,26,100000,MORTGAGE,10.0,EDUCATION,C,14000,13.11,0,0.14,Y,2
1628,26,51996,RENT,10.0,VENTURE,C,1500,13.85,0,0.03,Y,4
5405,22,53000,RENT,6.0,EDUCATION,B,5000,9.91,0,0.09,N,2
27046,30,38400,RENT,6.0,DEBTCONSOLIDATION,C,1600,13.49,0,0.04,N,10
32304,53,304800,RENT,6.0,VENTURE,B,5000,8.88,0,0.02,N,29
7467,25,28800,RENT,8.0,EDUCATION,B,6800,9.63,0,0.24,N,3
32449,53,85000,RENT,2.0,MEDICAL,A,8000,7.74,0,0.09,N,28
22268,34,54000,MORTGAGE,5.0,PERSONAL,A,3500,5.99,0,0.06,N,6
12489,25,46000,RENT,9.0,PERSONAL,A,12000,5.42,0,0.26,N,3
7224,25,95000,RENT,1.0,DEBTCONSOLIDATION,A,7000,6.99,0,0.07,N,2
24089,34,70000,MORTGAGE,6.0,EDUCATION,E,22000,19.91,0,0.31,Y,8
4938,23,42900,OWN,6.0,MEDICAL,A,1000,6.76,0,0.02,N,3
15160,25,125000,MORTGAGE,1.0,MEDICAL,C,30000,14.27,0,0.24,N,4
9255,25,24000,RENT,2.0,DEBTCONSOLIDATION,C,5000,12.61,0,0.21,N,3
29111,28,43200,RENT,1.0,EDUCATION,A,3000,7.49,0,0.07,N,7
